#    FY4 Quest大全, Ver = 4.0.1
#
# 格式：
#  杀『搜索名称』【ID】简单说明 @物品文件路径
#  寻『搜索名称』〖中文名称〗【ID】简单说明 @物品文件路径
# 注："搜索名称"不含颜色码，"中文名称"含ANSI颜色码

杀『阿菜哥』【waiter】exp<1K,沉香:3s,e菜根香 @/d/chenxiang/npc/cx_waiter.c
杀『阿草』【a cao】exp=2M, @/d/shanliu/npc/tianzong1.c
寻『砚台』〖砚台〗【yan tai】val=1G, @/d/guanwai/npc/obj/yantai1.c
寻『羊毛裙』〖羊毛裙〗【skirt】val=60S, @/d/guanwai/npc/obj/skirt.c
寻『羊皮酒袋』〖羊皮酒袋〗【wineskin】val<1S, @/d/guanwai/npc/obj/wineskin.c
寻『羊皮诗卷』〖羊皮诗卷〗【sheep skin】val<1S, @/d/guanwai/npc/obj/oldskin.c
寻『羊皮纸』〖羊皮纸〗【parchment】val<1S, @/d/taiping/obj/parchment.c
寻『羊头』〖羊头〗【yangtou】val=20S, @/d/fy/npc/obj/yangtou.c
寻『阳经』〖阳经〗【book】val=1S, @/d/guanwai/npc/obj/sunbook.c
寻『样貌普通的陌生人』〖样貌普通的陌生人〗【figure】val<1S, @/d/fy/npc/obj/killer.c
寻『腰牌』〖腰牌〗【yaopai】val<1S, @/d/fugui/npc/obj/yaopai.c
寻『野果』〖$RED$野果$NOR$〗【ye guo】val=5S, @/d/wolfmount/obj/yeguo.c
寻『野人参』〖野人参〗【renshen】val=80S, @/d/laowu/npc/obj/renshen.c
寻『夜光杯』〖$HIB$夜光杯$NOR$〗【twilight cup】val=2G, @/d/loulan/npc/obj/lightcup.c
寻『夜光明珠』〖$HIG$夜光明珠$NOR$〗【pearl】val=5G, @/d/fugui/obj/pearl.c
寻『夜明珠』〖夜明珠〗【pearl】val=1G, @/d/taoyuan/obj/pearl.c
寻『夜行衣』〖夜行衣〗【black suit】val=11S, @/d/qianfo/npc/obj/black_suit.c
寻『一串小葡萄』〖一串小葡萄〗【grape】val<1S, @/d/taoyuan/obj/grape.c
寻『一大锅肉』〖一大锅肉〗【meat】val<1S, @/d/ghost/npc/obj/meat.c
寻『一环禅杖』〖一环禅杖〗【one-ring staff】val=6S, @/d/guanwai/npc/obj/1staff.c
寻『一剪梅花手秘笈』〖一剪梅花手秘笈〗【meihua-shou】val<1S, @/d/resort/obj/book2.c
寻『一具枯乾的骸骨』〖一具枯乾的骸骨〗【skeleton】val<1S, @/d/quicksand/obj/skeleton.c
寻『一桶』〖一桶〗【majiangpai tong】val=10S,数字1-3随机 @/d/palace/npc/obj/pai3.c
寻『异果』〖异果〗【yiguo】val<1S, @/d/tieflag/obj/yiguo.c
寻『阴经』〖阴经〗【book】val=1S, @/d/guanwai/npc/obj/moonbook.c
寻『阴阳和合散』〖$HIY$阴阳和合散$NOR$〗【hehesan】val<1S, @/d/fugui/npc/obj/hehesan.c
寻『银白色的长枪』〖$HIW$银白色的长枪$NOR$〗【silver spear】val=40S, @/d/oldpine/npc/obj/silver_spear.c
寻『银巢红珠』〖银巢红珠〗【ychz】val=20S, @/d/fy/npc/obj/ychz.c
寻『银翅金簪』〖银翅金簪〗【clasp】val=15S, @/d/shaolin/npc/obj/clasp.c
寻『银钩袍』〖银钩袍〗【robe】val<1S, @/d/fy/npc/obj/yingoupao.c
寻『银钩袍』〖银钩袍〗【robe】val<1S, @/d/yingou/npc/obj/yingoupao.c
寻『银红散花裙』〖银红散花裙〗【silver skirt】val=1G, @/d/qianjin/npc/obj/sskirt.c
寻『银红散花裙』〖银红散花裙〗【silver skirt】val=1G, @/d/qianjin/obj/sskirt.c
寻『银花青底披肩袍』〖银花青底披肩袍〗【yincloth】val=10S, @/d/yingou/npc/obj/yincloth.c
寻『银甲』〖$HIW$银甲$NOR$〗【yinjia】val=90S, @/d/death/npc/obj/silverarmor.c
寻『银戒指』〖银戒指〗【engagement ring】val=6G, @/d/xinjiang/npc/obj/e_ring.c
寻『银盔』〖$HIW$银盔$NOR$〗【silver hat】val=20S, @/d/dreamland/npc/obj/silverhat.c
寻『银缕衣』〖银缕衣〗【cloth】val=1G, 岱庙地利老人穿 @/d/daimiao/npc/obj/duoyi2.c
寻『银票』〖银票〗【cundan】val<1S, @/d/chuenyu/npc/obj/cundan.c
寻『银枪』〖$HIC$银枪$NOR$〗【yin spear】val=4G, @/d/cave/npc/obj/bravespear.c
寻『银枪』〖$HIW$银枪$NOR$〗【silver spear】val=4G, @/d/zangbei/npc/obj/qiuspear.c
寻『银丸』〖银丸〗【1 ball】val<1S, @/d/huangshan/npc/obj/yinwan.c
寻『银鱼』〖银鱼〗【fish】val=1S,名字随机 @/d/zangbei/obj/fish.c
寻『银钥匙』〖$HIW$银钥匙$NOR$〗【key】val<1S, @/d/yinghe/obj/silverkey.c
寻『银针』〖银针〗【1 needle】val<1S, @/d/taishan/npc/obj/n_stone.c
寻『银戟』〖$HIW$银戟$NOR$〗【silver spear】val=1G, @/d/palace/npc/obj/s_spear.c
寻『银簪』〖银簪〗【clasp】val=8S, @/d/qianfo/npc/obj/silver_clasp.c
寻『英吉沙小刀』〖英吉沙小刀〗【small blade】val=5S, @/d/xinjiang/npc/obj/knife.c
寻『樱桃』〖樱桃〗【1 peach】val<1S, @/d/taishan/npc/obj/peach.c
寻『鹰爪门门规』〖鹰爪门门规〗【mengui】val<1S,蝙蝠.海岸边.王天寿(1M)带 @/d/bat/npc/obj/mengui.c
寻『硬红镶金坠』〖$RED$硬红镶金坠$NOR$〗【goldenlace】val=50G, @/d/fugui/npc/obj/neck4.c
寻『拥翠裙』〖$HIG$拥翠裙$NOR$〗【cloth】val<1S, @/d/huangshan/npc/obj/yellowcloth.c
寻『油垢斑斑的僧衣』〖油垢斑斑的僧衣〗【cloth】val<1S,华山.紫薇洞.脚行僧穿 @/d/huashan/npc/obj/cloth.c
寻『油辣猪排』〖油辣猪排〗【ylzp】val=15S, @/d/fy/npc/obj/ylzp.c
寻『油皮袋』〖油皮袋〗【oilbag】val<1S, @/d/palace/obj/oilbag.c
寻『油油的纸』〖油油的纸〗【youzhi】val<1S, @/d/fy/npc/obj/baozhizhi.c
寻『游魂索』〖$HIR$游魂索$NOR$〗【youhun whip】val=1G, @/d/fugui/npc/obj/ywhip.c
寻『虞姬剑』〖虞姬剑〗【wangsword】val=2G, @/d/resort/npc/obj/msword.c
寻『鱼骨头』〖鱼骨头〗【fish bone】val<1S, @/d/taoyuan/obj/fishbone.c
寻『鱼鳞紫金滚龙棒』〖$MAG$鱼鳞紫金滚龙棒$NOR$〗【dragon staff】val=1G, @/d/shanxi/npc/obj/dragonstaff.C
寻『鱼线』〖鱼线〗【string】val<1S, @/d/taoyuan/obj/yuxian.c
寻『鱼香肉丝』〖鱼香肉丝〗【yxrs】val=10S, @/d/fy/npc/obj/yxrs.c
寻『玉凹子』〖玉凹子〗【aozi】val=2S, @/d/chenxiang/npc/obj/yu2.c
寻『玉带』〖$GRN$玉带$NOR$〗【yudai】val=1G, @/d/shanxi/npc/obj/yudai.C
寻『玉发簪』〖玉发簪〗【jade】val=2G, @/d/quicksand/npc/obj/jade1.c
寻『玉佛像』〖$WHT$玉佛像$NOR$〗【jade statue】val=50G, @/d/quicksand/npc/obj/jademonk.c
寻『玉花』〖玉花〗【jade flower】val=2G, @/d/fy/npc/obj/jade2.c
寻『玉环刀』〖$HIG$玉环刀$NOR$〗【yuhuan】val=12G, @/d/huangshan/npc/obj/yuhuan.c
寻『玉环剑』〖$HIG$玉环剑$NOR$〗【yuhuan】val=1G, @/d/huangshan/npc/obj/yusword.c
寻『玉戒指』〖玉戒指〗【jade】val=1G, @/d/quicksand/npc/obj/jade3.c
寻『玉佩』〖$HIC$玉佩$NOR$〗【jade】val=1G, @/d/huangshan/npc/obj/jade.c
寻『玉蒲团』〖玉蒲团〗【yuputuan】val=3S, @/d/fy/npc/obj/book7.c
寻『玉如意发簪』〖$HIC$玉如意发簪$NOR$〗【jade】val=5G, @/d/fugui/obj/pin.c
寻『玉手镯』〖玉手镯〗【jade】val=30G, @/d/quicksand/npc/obj/jade4.c
寻『玉羊脂精』〖$HIW$玉羊脂精$NOR$〗【white jade】val=2G, @/d/yinghe/obj/white_jade.c
寻『玉杖』〖$WHT$玉杖$NOR$〗【jade stick】val=1G, @/d/zangbei/npc/obj/dustick.c
寻『玉指』〖玉指〗【jade ring】val=1G, @/d/fy/npc/obj/jade3.c
寻『玉珠花』〖玉珠花〗【jade】val=3G, @/d/quicksand/npc/obj/jade2.c
寻『玉竹剑』〖玉竹剑〗【bamboo sword】val=1S, @/d/shaolin/npc/obj/bamboo_sword.c
寻『玉璧』〖$WHT$玉璧$NOR$〗【jade piece】val<1S, @/d/loulan/npc/obj/jade.c
寻『玉棰子』〖玉棰子〗【chuizi】val=2S, @/d/chenxiang/npc/obj/yu1.c
寻『玉镯』〖玉镯〗【jade piece】val=3S, @/d/fy/npc/obj/jade4.c
寻『玉簪』〖玉簪〗【jade pin】val=2G, @/d/fy/npc/obj/jade1.c
寻『袁秋云』〖袁秋云〗【yuan qiuyun】val<1S, @/d/biancheng/npc/obj/yuanqiuyun.c
寻『园工剪』〖园工剪〗【scissors】val=1S, @/d/chuenyu/npc/obj/scissors.c
寻『圆月弯刀』〖$HIC$圆月弯刀$NOR$〗【moonblade】val=4S, @/d/taishan/npc/obj/wandao.c
寻『圆月弯刀』〖圆月弯刀〗【moonblade】val=2S, @/d/guanwai/npc/obj/roundblade1.c
寻『钥匙』〖钥匙〗【key】val<1S, @/d/qingping/obj/key.c
寻『月白小裤褂』〖$HIW$月白小裤褂$NOR$〗【cloth】val=10S, @/d/huangshan/npc/obj/wcloth.c
寻『月黄色砚台』〖月黄色砚台〗【yellow yantai】val=1G, @/d/guanwai/npc/obj/yantai2.c
寻『月衫』〖月衫〗【yue cloth】val=10S, @/d/qianjin/npc/obj/yue.c
寻『月玉璧』〖月玉璧〗【yueyu】val<1S, @/d/qianjin/npc/obj/yuepai.c
寻『云步靴』〖云步靴〗【yun xue】val=80S, @/d/qingping/npc/obj/shoe.c
寻『云母粉』〖云母粉〗【yunmufen】val=50S, @/d/chenxiang/npc/obj/sg3.c
寻『云南白药』〖云南白药〗【baiyao】val=20S, @/d/fy/npc/obj/keedrug.c
寻『云裳』〖云裳〗【yun cloth】val=30S, @/d/taishan/npc/obj/ycloth.c
寻『云素密函』〖云素密函〗【secret letter】val<1S, @/d/quicksand/npc/obj/letter.c
寻『云雾茶』〖云雾茶〗【tea】val=20S, @/d/huangshan/npc/obj/tea.c
寻『云游僧鞋』〖云游僧鞋〗【shoes】val<1S, @/d/qianfo/npc/obj/shoe.c
寻『杂豆』〖杂豆〗【bean】val<1S,名字随机 @/d/yinghe/obj/bean.c
寻『脏布衣』〖脏布衣〗【dirty cloth】val<1S, @/d/bawang/npc/obj/dirty_cloth.c
寻『皂底蟒靴』〖$WHT$皂底蟒靴$NOR$〗【whiteboots】val=10S, @/d/fugui/npc/obj/m_boots1.c
寻『斩鬼刀』〖$BLK$斩鬼刀$NOR$〗【ghost blade】val=80S, @/d/guanwai/npc/obj/ghostblade.c
寻『斩马刀』〖$RED$斩马刀$NOR$〗【zhanma blade】val=1G, @/d/cave/npc/obj/horseblade.c
寻『蘸金锤』〖蘸金锤〗【hammer】val=30S, @/d/loulan/obj/hammer.c
寻『占卜入门』〖占卜入门〗【book】val=1G, @/d/ghost/npc/obj/book2.c
寻『战虎之魄』〖$HIB$战虎之魄$NOR$〗【tiger soul】val=5G, @/d/wolfmount/npc/obj/tigersoul.c
寻『樟木镶金箱』〖樟木镶金箱〗【woodcase】val<1S, @/d/loulan/npc/obj/box.c
寻『掌法进阶』〖掌法进阶〗【unarmed book】val<1S, @/d/bat/npc/obj/unarmedbook.c
寻『掌心雷』〖$HIY$掌心雷$NOR$〗【zhangxin lei】val=5G, @/d/eren/npc/obj/lei.c
寻『杖』〖杖〗【staff】val<1S, @/d/tieflag/obj/cmstaff.c
寻『杖法进阶』〖杖法进阶〗【staff book】val<1S, @/d/taishan/npc/obj/staffbook.c
寻『丈八蛇矛』〖丈八蛇矛〗【zhang spear】val=8S, @/d/huashan/obj/zhangspear.c
寻『折扇』〖折扇〗【zheshan】val=4S, @/d/taiping/npc/obj/zheshan.c
寻『蛰龙皮』〖蛰龙皮〗【dragon skin】val=10G, @/d/quicksand/npc/obj/skin.c
寻『珍珠』〖$WHT$珍珠$NOR$〗【treasure stone】val=200G,名字随机 @/d/eren2/obj/treasure.c
寻『针』〖针〗【dagger】val=90S, @/d/eren/npc/obj/dagger.c
寻『知府团龙官服』〖知府团龙官服〗【guanfu】val=10S, @/d/jinan/npc/obj/guanfu.c
寻『知府印章』〖$RED$知府印章$NOR$〗【yinzhang】val<1S, @/d/jinan/npc/obj/yinzhang.c
寻『知县青蟒官服』〖知县青蟒官服〗【guanfu】val=10S, @/d/chenxiang/npc/obj/guanfu.c
寻『织锦劲装』〖$CYN$织锦劲装$NOR$〗【silk cloth】val=2S, @/d/loulan/npc/obj/jinzhuang.c
寻『织锦绣金滚龙袍』〖$HIY$织锦绣金滚龙袍$NOR$〗【dragon cloth】val=4G, @/d/shanxi/npc/obj/dcloth.c
寻『指环儿』〖$CYN$指环儿$NOR$〗【zhihuan】val<1S, @/d/wanmei/npc/obj/zhihuang.c
寻『纸刀』〖纸刀〗【paper dagger】val=50S, @/d/libie/npc/obj/thinblade.c
寻『纸花』〖纸花〗【zhihua】val=10S, @/d/fy/npc/obj/zhihua.c
寻『纸马』〖纸马〗【paper】val<1S, @/d/biancheng/obj/paper2.c
寻『纸片』〖纸片〗【some paper】val<1S, @/d/biancheng/npc/obj/paper_5.c
寻『纸钱』〖纸钱〗【zhiqian】val=10S, @/d/fy/npc/obj/zhiqian.c
寻『纸人』〖纸人〗【paper】val<1S, @/d/biancheng/obj/paper1.c
寻『纸条』〖纸条〗【paper】val<1S, @/d/fugui/obj/paper.c
寻『种子』〖$BLU$种子$NOR$〗【black seed】val<1S, @/d/yinghe/npc/obj/seed.c
寻『重剑』〖重剑〗【heavy sword】val=3S, @/d/wudang/npc/obj/heavysword.c
寻『重铁锤』〖重铁锤〗【hammer】val<1S, @/d/taiping/npc/obj/hammer.c
寻『咒剑王夫』〖咒剑王夫〗【sword】val=1G, @/d/taoguan/npc/obj/sword.c
寻『皱皱的破纸片』〖皱皱的破纸片〗【pozhi】val=50G, @/d/fy/npc/obj/pozhi.c
寻『珠宝』〖珠宝〗【zhubao】val=10G, @/d/fugui/obj/zhubao.c
寻『珠花』〖$HIG$珠花$NOR$〗【jade flower】val=3G, @/d/biancheng/npc/obj/jade-hua.c
寻『朱果』〖$HIR$朱果$NOR$〗【zhuguo】val<1S, @/d/wolfmount/npc/obj/zhuguo.c
寻『朱红丝袍』〖朱红丝袍〗【robe】val<1S, @/d/jinan/npc/obj/nupao.c
寻『朱雀战衣』〖朱雀战衣〗【zhanyi】val=70S, @/d/palace/npc/obj/zhanpao2.c
寻『朱雀战衣』〖朱雀战衣〗【zhanyi】val=70S, @/d/palace/obj/zhanpao2.c
寻『猪头』〖猪头〗【zhutou】val=20S, @/d/fy/npc/obj/zhutou.c
寻『竹刀』〖竹刀〗【bamboo blade】val=2S, @/d/resort/obj/bblade.c
寻『竹夫人』〖竹夫人〗【bamboo pillow】val=1S, @/d/qingping/obj/pillow.c
寻『竹管』〖竹管〗【bamboo pipe】val<1S, @/d/oldpine/npc/obj/bamboo_pipe.c
寻『竹剑』〖竹剑〗【bamboo sword】val=2S, @/d/resort/obj/bsword.c
寻『竹筷子』〖竹筷子〗【1 chopstick】val<1S, @/d/biancheng/obj/chopstick.c
寻『竹筐』〖竹筐〗【basket】val=1S, @/d/wudang/npc/obj/basket.c
寻『竹片』〖竹片〗【zhu pian】val<1S, @/d/taoyuan/npc/obj/zhupian.c
寻『竹笋』〖竹笋〗【bamboo shoot】val<1S, @/d/huashan/obj/bshoot.c
寻『竹筒』〖竹筒〗【zhu tong】val<1S, @/d/huashan/npc/obj/bamboo_cont.c
寻『竹叶青酒袋』〖竹叶青酒袋〗【zhuskin】val=1S, @/d/fugui/npc/obj/zhuskin.c
寻『竹叶蛇蛇胆』〖$GRN$竹叶蛇蛇胆$NOR$〗【zhuye shedan】val=5S, @/d/shanliu/npc/obj/zhuyeshedan.c
寻『竹杖』〖竹杖〗【stick】val=1S, @/d/qianfo/npc/obj/bamboo_stick.c
寻『竹笠』〖竹笠〗【hat】val=1S, @/d/ghost/npc/obj/hat.c
寻『煮熟了的蛆』〖煮熟了的蛆〗【qu】val<1S, @/d/fy/npc/obj/qu.c
寻『铸铁块』〖铸铁块〗【zhukuai】val=3G, @/d/songshan/npc/obj/tie3.c
寻『抓饭』〖抓饭〗【1 zhua fan】val<1S, @/d/xinjiang/npc/obj/rice.c
寻『抓破美人脸』〖抓破美人脸〗【flower】val<1S,名字随机 @/d/wudang/obj/flower.c
寻『装马奶子的皮袋』〖装马奶子的皮袋〗【horse skin】val<1S, @/d/xinjiang/npc/obj/milk.c
寻『装酸奶子的皮袋』〖装酸奶子的皮袋〗【milk skin】val<1S, @/d/xinjiang/npc/obj/milk2.c
寻『壮年和尚的尸体』〖壮年和尚的尸体〗【corpse】val<1S, @/d/shaolin/obj/slayedman.c
寻『捉魂如意钩』〖捉魂如意钩〗【zhuo hun gou】val=30S, @/d/songshan/npc/obj/staff.c
寻『紫布僧鞋』〖紫布僧鞋〗【monk shoes】val<1S,名字随机,兴国 @/d/qianfo/npc/obj/shoe2.c
寻『紫布僧衣』〖紫布僧衣〗【monk cloth】val<1S,名字随机,兴国 @/d/qianfo/npc/obj/cloth.c
寻『紫长袍』〖紫长袍〗【purple cloth】val=30S, @/d/qingping/npc/obj/pcloth.c
寻『紫带』〖$MAG$紫带$NOR$〗【mag belt】大旗紫衣少女穿 @
寻『紫红袍』〖$RED$紫红袍$NOR$〗【magcloth】val<1S, @/d/chenxiang/npc/obj/miaocloth.c
寻『紫红袍』〖$RED$紫红袍$NOR$〗【magcloth】val= @/d/chenxiang/npc/obj/miaocloth.c
寻『紫花瓣儿』〖紫花瓣儿〗【1 purple flower】val<1S, @/d/chuenyu/npc/obj/flower.c
寻『紫花瓣儿』〖紫花瓣儿〗【1 purple flower】val<1S, @/d/chuenyu/obj/flower.c
寻『紫巾』〖$MAG$紫巾$NOR$〗【mag ribbon】大旗紫衣少女穿 @
寻『紫金白玉冠』〖$HIW$紫金白玉冠$NOR$〗【crown】val=80G, @/d/taiping/obj/crown.c
寻『紫金锤』〖$HIY$紫金锤$NOR$〗【gold hammer】val<1S, @/d/yinghe/obj/gold_hammer.c
寻『紫金冠』〖紫金冠〗【gold hat】val=70S, @/d/wudang/npc/obj/mhat.c
寻『紫金葫芦』〖紫金葫芦〗【hulu】val<1S, @/d/palace/npc/obj/hulu.c
寻『紫金葫芦』〖紫金葫芦〗【hulu】val<1S, @/d/palace/obj/hulu.c
寻『紫金乾刀』〖$HIY$紫金乾刀$NOR$〗【gold blade】val<1S, @/d/yinghe/obj/gold_blade.c
寻『紫金乾斧』〖$HIY$紫金乾斧$NOR$〗【gold axe】val<1S, @/d/yinghe/obj/gold_axe.c
寻『紫金乾剑』〖$HIY$紫金乾剑$NOR$〗【gold sword】val<1S, @/d/yinghe/obj/gold_sword.c
寻『紫金枪』〖$HIY$紫金枪$NOR$〗【gold spear】val<1S, @/d/yinghe/obj/gold_spear.c
寻『紫金软鞭』〖$HIY$紫金软鞭$NOR$〗【gold whip】val<1S, @/d/yinghe/obj/gold_whip.c
寻『紫金匕首』〖$HIY$紫金匕首$NOR$〗【gold dagger】val<1S, @/d/yinghe/obj/gold_dagger.c
寻『紫罗兰』〖$HIM$紫罗兰$NOR$〗【purple flower】val<1S, @/d/fy/npc/obj/purple_flower.c
寻『紫罗兰』〖紫罗兰〗【purple flower】val<1S, @/d/chuenyu/npc/obj/purple_flower.c
寻『紫帽』〖$MAG$紫帽$NOR$〗【mag hat】大旗紫衣少女穿 @
寻『紫枚瑰』〖$MAG$紫枚瑰$NOR$〗【purple flower】val<1S, @/d/fy/npc/obj/purplerose.c
寻『紫袍』〖$HIM$紫袍$NOR$〗【cloth】val=80S, @/d/cave2/npc/obj/purplecloth.c
寻『紫色小褂』〖紫色小褂〗【cloth】val=1S, @/d/huashan/npc/obj/gcloth.c
寻『紫衫』〖紫衫〗【cloth】val<1S, @/d/guanwai/npc/obj/magcloth.c
寻『紫霜软剑』〖$HIM$紫霜软剑$NOR$〗【soft sword】val=10G, @/d/wolfmount/npc/obj/softsword.c
寻『紫水晶』〖$HIM$紫水晶$NOR$〗【purple crystal】val=4G, @/d/cave/npc/obj/stone_5.c
寻『紫铜护心镜』〖$RED$紫铜护心镜$NOR$〗【copper plate】val=70S, @/d/loulan/npc/obj/huxinjing.c
寻『紫铜禅杖』〖紫铜禅杖〗【brass staff】val=12S, @/d/qianfo/npc/obj/brass_staff.c
寻『紫铜禅杖』〖紫铜禅杖〗【brass staff】val=12S, @/d/qianfo/obj/brass_staff.c
寻『紫鞋』〖$MAG$紫鞋$NOR$〗【mag boot】大旗紫衣少女穿 @
寻『紫烟草』〖$MAG$紫烟草$NOR$〗【ziyan】val=1G, @/d/huashan/obj/herb.c
寻『紫衣』〖$MAG$紫衣$NOR$〗【mag cloth】大旗紫衣少女穿 @
寻『紫云剑』〖紫云剑〗【sword】val=1G, @/d/taishan/npc/obj/n_sword1.c
寻『紫云剑』〖紫云剑〗【sword】val=1G, @/d/yinghe/npc/obj/n_sword1.c
寻『紫菁玉蓉膏』〖紫菁玉蓉膏〗【potion】val<1S, @/d/palace/obj/guo.c
寻『紫菁玉蓉膏』〖紫菁玉蓉膏〗【potion】val=2G, @/d/palace/npc/obj/guo.c
寻『紫镯』〖$MAG$紫镯$NOR$〗【mag bangle】大旗紫衣少女穿 @
寻『紫蟒袍』〖$HIM$紫蟒袍$NOR$〗【mang pao】val=10G, @/d/loulan/npc/obj/mangpao.c
寻『子母双环』〖子母双环〗【dual_ring】val=12S, @/d/fy/npc/obj/dual_ring.c
寻『字迹不清的碎木片』〖字迹不清的碎木片〗【woodpiece】val<1S, @/d/tieflag/obj/woodpiece.c
寻『棕嗓鹛』〖棕嗓鹛〗【music bird】val<1S, @/d/huangshan/obj/musicbird.c
寻『租船的契约』〖租船的契约〗【qiyue】val<1S, @/d/baiyun/npc/obj/contract.c
寻『租船的契约』〖租船的契约〗【qiyue】val<1S, @/d/baiyun/npc/obj/contract_1.c
寻『左手剑』〖左手剑〗【left-sword】val=1S, @/d/fy/npc/obj/left_sword.c
寻『匕首』〖匕首〗【dagger】val<1S, @/d/tieflag/obj/cmdagger.c
寻『冥灵鞭』〖$YEL$冥灵鞭$NOR$〗【earth whip】val<1S, @/d/yinghe/obj/earth_whip.c
寻『冥灵锤』〖$YEL$冥灵锤$NOR$〗【earth hammer】val<1S, @/d/yinghe/obj/earth_hammer.c
寻『冥灵刀』〖$YEL$冥灵刀$NOR$〗【earth blade】val<1S, @/d/yinghe/obj/earth_blade.c
寻『冥灵斧』〖$YEL$冥灵斧$NOR$〗【earth axe】val<1S, @/d/yinghe/obj/earth_axe.c
寻『冥灵剑』〖$YEL$冥灵剑$NOR$〗【earth sword】val<1S, @/d/yinghe/obj/earth_sword.c
寻『冥灵枪』〖$YEL$冥灵枪$NOR$〗【earth spear】val<1S, @/d/yinghe/obj/earth_spear.c
寻『冥灵匕首』〖$YEL$冥灵匕首$NOR$〗【earth dagger】val<1S, @/d/yinghe/obj/earth_dagger.c
寻『冥沙』〖$YEL$冥沙$NOR$〗【hel sand】val<1S, @/d/yinghe/obj/sand.c
寻『垓下刀』〖垓下刀〗【wangblade】val=2G, @/d/resort/npc/obj/mblade.c
寻『垓下刀』〖垓下刀〗【wangblade】val=90G, @/d/resort/obj/mblade.c
寻『芙蓉鳝片』〖芙蓉鳝片〗【frsp】val=20S, @/d/fy/npc/obj/frsp.c
寻『茱萸果』〖茱萸果〗【zhu yu】val=10S, @/d/huangshan/obj/zhuyu.c
寻『菖蒲叶』〖菖蒲叶〗【1 changpu leaf】val<1S, @/d/huashan/obj/cpleaf.c
寻『摺扇』〖摺扇〗【zheshan】val=4S, @/d/qianjin/npc/obj/zheshan.c
寻『摺扇』〖摺扇〗【zheshan】val=4S, @/d/qianjin/obj/zheshan.c
寻『幡旗』〖fanqi〗【fanqi】val=40S, @/d/shanxi/npc/obj/fanqi.c
寻『馄饨』〖馄饨〗【huntun】val=1S, @/d/huashan/npc/obj/soup3.c
寻『馕』〖馕〗【nang】val<1S, @/d/xinjiang/npc/obj/nang.c
寻『庖丁解牛图册』〖庖丁解牛图册〗【xiruo book】val=1S, @/d/guanwai/npc/obj/xiruobook.C
寻『瀚海云烟』〖$MAG$瀚海云烟$NOR$〗【yunblade】val<1S, @/d/bat/npc/obj/hanhai.c
寻『绯夜樱』〖绯夜樱〗【ye ying】val<1S, @/d/huashan/obj/flower3.c
寻『琥珀』〖$HIY$琥珀$NOR$〗【amber】val=1G, @/d/huashan/obj/amber.c
寻『琥珀』〖$HIY$琥珀$NOR$〗【amber】val=500G, @/d/quicksand/npc/obj/amber1.c
寻『璺剑王夫』〖璺剑王夫〗【sword】val=1G, @/d/taoguan/npc/obj/sword2.c
寻『杞子』〖杞子〗【pilosulae】val<1S, @/d/chenxiang/npc/obj/pilosulae.c
寻『栀子花』〖$HIW$栀子花$NOR$〗【gardenia】val<1S, @/d/wolfmount/obj/flower2.c
寻『槟榔』〖$YEL$槟榔$NOR$〗【betelnut】val=5S, @/d/cave/npc/obj/betelnut.c
寻『橄榄鱼翅』〖橄榄鱼翅〗【glyc】val=1G, @/d/fy/npc/obj/glyc.c
寻『觇玉羽衣』〖$HIC$觇玉羽衣$NOR$〗【jade-cloth】val=4G, @/d/fy/npc/obj/jade-cloth.c
寻『毽子』〖毽子〗【jian zi】val=1S, @/d/huangshan/obj/jianzi.c
寻『胭红衣』〖胭红衣〗【cloth】val<1S, @/d/guanwai/npc/obj/redclothh.c
寻『胭脂』〖$HIR$胭脂$NOR$〗【yanzhi】val=10S, @/d/fy/npc/obj/yanzhi.c
寻『歙石』〖歙石〗【she shi】val=5S, @/d/huangshan/obj/xishi.c
寻『歙石』〖歙石〗【she shi】val=5S, @/d/huangshan/obj/xishi2.c
寻『恣情衫』〖恣情衫〗【cloth】val=80S, @/d/cave/npc/obj/oucloth.c
寻『镂银宫绦』〖$HIC$镂银宫绦$NOR$〗【silvergirth】val=70S, @/d/fugui/npc/obj/w_girth1.c
寻『镖旗』〖镖旗〗【flag】val<1S, @/d/bawang/npc/obj/flag.c
寻『镖银』〖镖银〗【silver】val<1S, @/d/fy/npc/obj/biaoyin.c
